Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive,Serious_or_Critical
15-05-2020,Lithuania,2713383,216247,1523,54,965,504,,,0.056129194,28
17-05-2020,Lithuania,2713383,228726,1541,56,997,488,,,0.056792572,13
18-05-2020,Lithuania,2713383,231104,1547,59,997,491,,,0.057013698,14
19-05-2020,Lithuania,2713383,237600,1562,60,1025,477,,,0.057566514,55
20-05-2020,Lithuania,2713383,245580,1577,60,1049,468,,,0.058119329,11
21-05-2020,Lithuania,2713383,253004,1593,61,1049,483,,,0.058708999,8
23-05-2020,Lithuania,2713383,264882,1616,63,1135,418,,,0.059556649,23
24-05-2020,Lithuania,2713383,267719,1623,63,1138,422,,,0.05981463,1
26-05-2020,Lithuania,2713383,275058,1639,65,1165,409,,,0.0604043,7
27-05-2020,Lithuania,2713383,281232,1647,66,1184,397,,,0.060699135,11
29-05-2020,Lithuania,2713383,294091,1662,68,1216,378,,,0.06125195,1
30-05-2020,Lithuania,2713383,299428,1670,70,1229,371,,,0.061546785,24
31-05-2020,Lithuania,2713383,302859,1675,70,1236,369,,,0.061731057,3
02-06-2020,Lithuania,2713383,309725,1682,71,1249,362,,,0.061989037,9
03-06-2020,Lithuania,2713383,315112,1684,71,1260,353,,,0.062062746,14
05-06-2020,Lithuania,2713383,326294,1694,71,1302,321,,,0.06243129,2
06-06-2020,Lithuania,2713383,331229,1705,71,1321,313,,,0.062836688,9
09-06-2020,Lithuania,2713383,340073,1727,72,1338,317,,,0.063647484,1
11-06-2020,Lithuania,2713383,350788,1752,74,1372,306,,,0.064568843,11
15-06-2020,Lithuania,2713383,365136,1773,76,1429,268,,,0.065342784,4
18-06-2020,Lithuania,2713383,375572,1784,76,1449,259,,,0.065748182,5
20-06-2020,Lithuania,2713383,390457,1795,76,1470,249,,,0.06615358,1
21-06-2020,Lithuania,2713383,392553,1798,76,1475,247,,,0.066264143,1
23-06-2020,Lithuania,2713383,398417,1803,77,1483,243,,,0.066448415,1
26-06-2020,Lithuania,2713383,410867,1808,78,1501,229,,,0.066632687,2
27-06-2020,Lithuania,2713383,414792,1813,78,1503,232,,,0.066816959,3
28-06-2020,Lithuania,2713383,416739,1815,78,1503,234,,,0.066890667,2
30-06-2020,Lithuania,2713383,422840,1817,78,1515,224,,,0.066964376,1
01-07-2020,Lithuania,2713383,428238,1818,78,1524,216,,,0.067001231,1
04-07-2020,Lithuania,2713383,440453,1831,79,1545,207,,,0.067480337,16
06-07-2020,Lithuania,2713383,443391,1841,79,1547,215,,,0.067848881,11
08-07-2020,Lithuania,2713383,447994,1854,79,1552,223,,,0.068327988,1
09-07-2020,Lithuania,2713383,451987,1857,79,1564,214,,,0.068438551,5
10-07-2020,Lithuania,2713383,455833,1861,79,1569,213,,,0.068585968,2
12-07-2020,Lithuania,2713383,461110,1869,79,1571,219,,,0.068880803,2
13-07-2020,Lithuania,2713383,461666,1874,79,1571,224,,,0.069065075,1
14-07-2020,Lithuania,2713383,465396,1875,79,1571,225,,,0.069101929,1
16-07-2020,Lithuania,2713383,472804,1902,79,1593,230,,,0.070096997,1
18-07-2020,Lithuania,2713383,479991,1915,80,1600,235,,,0.070576104,1
19-07-2020,Lithuania,2713383,481553,1932,80,1600,252,,,0.071202628,1
21-07-2020,Lithuania,2713383,486224,1949,80,1601,268,,,0.071829152,5
22-07-2020,Lithuania,2713383,489869,1951,80,1607,264,,,0.071902861,2
23-07-2020,Lithuania,2713383,493865,1960,80,1611,269,,,0.07223455,1
26-07-2020,Lithuania,2713383,502690,2008,80,1616,312,,,0.074003559,4
29-07-2020,Lithuania,2713383,511462,2043,80,1643,320,,,0.075293462,2
01-08-2020,Lithuania,2713383,524483,2093,80,1644,369,,,0.07713618,1
02-08-2020,Lithuania,2713383,526339,2110,80,1644,386,,,0.077762704,1
09-08-2020,Lithuania,2713383,552024,2252,81,1670,501,,,0.082996024,1
16-08-2020,Lithuania,2713383,578700,2416,81,1704,631,,,0.089040139,7
25-08-2020,Lithuania,2713383,613324,2694,85,1785,824,,,0.099285652,1
26-08-2020,Lithuania,2713383,618405,2726,85,1794,847,,,0.100464991,8
27-08-2020,Lithuania,2713383,623841,2762,85,1802,875,,,0.101791749,1
01-09-2020,Lithuania,2713383,643704,2929,86,1857,986,,,0.107946427,1
02-09-2020,Lithuania,2713383,648863,2958,86,1874,998,,,0.109015204,2
05-09-2020,Lithuania,2713383,663899,3040,86,1952,1002,,,0.112037261,1
06-09-2020,Lithuania,2713383,663899,3083,86,1954,1043,,,0.113621999,1
24-04-2020,Luxembourg,628233,37782,3695,85,3007,603,,,0.588157578,16541
25-04-2020,Luxembourg,628233,38514,3711,85,3088,538,,,0.590704404,8944
26-04-2020,Luxembourg,628233,39003,3723,88,3104,531,,,0.592614524,8318
27-04-2020,Luxembourg,628233,39102,3729,88,3123,518,,,0.593569583,2300
28-04-2020,Luxembourg,628233,39741,3741,89,3123,529,,,0.595479703,1166
29-04-2020,Luxembourg,628233,41758,3769,89,3134,546,,,0.599936648,335
30-04-2020,Luxembourg,628233,42643,3784,90,3213,481,,,0.602324297,378
01-05-2020,Luxembourg,628233,44895,3802,92,3213,497,,,0.605189476,617
02-05-2020,Luxembourg,628233,48118,3812,92,3379,349,,,0.606781242,539
03-05-2020,Luxembourg,628233,48118,3824,96,3379,349,,,0.608691361,353
04-05-2020,Luxembourg,628233,48339,3828,96,3405,327,,,0.609328068,658
05-05-2020,Luxembourg,628233,49299,3840,96,3412,332,,,0.611238187,2046
06-05-2020,Luxembourg,628233,50533,3851,98,3452,301,,,0.61298913,2869
07-05-2020,Luxembourg,628233,51883,3859,100,3505,254,,,0.614262543,311
08-05-2020,Luxembourg,628233,53257,3871,100,3526,245,,,0.616172662,1
09-05-2020,Luxembourg,628233,54463,3877,101,3550,226,,,0.617127722,2129
10-05-2020,Luxembourg,628233,55250,3886,101,3586,199,,,0.618560311,222
11-05-2020,Luxembourg,628233,55415,3888,101,3602,185,,,0.618878664,3337
12-05-2020,Luxembourg,628233,56394,3894,102,3610,182,,,0.619833724,914
13-05-2020,Luxembourg,628233,57687,3904,103,3629,172,,,0.62142549,107
14-05-2020,Luxembourg,628233,58727,3915,103,3665,147,,,0.623176433,82
15-05-2020,Luxembourg,628233,59987,3923,104,3682,137,,,0.624449846,331
17-05-2020,Luxembourg,628233,62153,3945,107,3702,136,,,0.627951731,46
18-05-2020,Luxembourg,628233,62260,3947,107,3715,125,,,0.628270085,367
19-05-2020,Luxembourg,628233,63011,3958,109,3718,131,,,0.630021027,2058
20-05-2020,Luxembourg,628233,64018,3971,109,3728,134,,,0.632090323,71
21-05-2020,Luxembourg,628233,64981,3980,109,3741,130,,,0.633522913,273
22-05-2020,Luxembourg,628233,65724,3981,109,3748,124,,,0.633682089,219
23-05-2020,Luxembourg,628233,66653,3990,109,3758,123,,,0.635114679,186
24-05-2020,Luxembourg,628233,67729,3992,110,3767,115,,,0.635433032,182
25-05-2020,Luxembourg,628233,68107,3993,110,3781,102,,,0.635592209,121
26-05-2020,Luxembourg,628233,68829,3995,110,3783,102,,,0.635910562,130
27-05-2020,Luxembourg,628233,70148,4001,110,3791,100,,,0.636865622,41
28-05-2020,Luxembourg,628233,71098,4008,110,3803,95,,,0.637979858,7
29-05-2020,Luxembourg,628233,72996,4012,110,3815,87,,,0.638616564,41
30-05-2020,Luxembourg,628233,74366,4016,110,3815,91,,,0.639253271,153
31-05-2020,Luxembourg,628233,75432,4018,110,3833,75,,,0.639571624,48
01-06-2020,Luxembourg,628233,75594,4019,110,3845,64,,,0.639730801,100
02-06-2020,Luxembourg,628233,78026,4020,110,3848,62,,,0.639889977,193
03-06-2020,Luxembourg,628233,79484,4024,110,3861,53,,,0.640526684,5
04-06-2020,Luxembourg,628233,82377,4027,110,3874,43,,,0.641004213,10
05-06-2020,Luxembourg,628233,83673,4032,110,3885,37,,,0.641800096,1
06-06-2020,Luxembourg,628233,84934,4035,110,3888,37,,,0.642277626,65
07-06-2020,Luxembourg,628233,88051,4039,110,3899,30,,,0.642914333,60
08-06-2020,Luxembourg,628233,88234,4040,110,3901,29,,,0.643073509,89
09-06-2020,Luxembourg,628233,88914,4046,110,3902,34,,,0.644028569,13
10-06-2020,Luxembourg,628233,88914,4049,110,3904,35,,,0.644506099,38
11-06-2020,Luxembourg,628233,98232,4052,110,3910,32,,,0.644983629,73
12-06-2020,Luxembourg,628233,101877,4055,110,3918,27,,,0.645461159,6
13-06-2020,Luxembourg,628233,106062,4063,110,3922,31,,,0.646734571,36
14-06-2020,Luxembourg,628233,106604,4070,110,3929,31,,,0.647848808,5
16-06-2020,Luxembourg,628233,116869,4075,110,3933,32,,,0.648644691,1
17-06-2020,Luxembourg,628233,124071,4085,110,3935,40,,,0.650236457,7
18-06-2020,Luxembourg,628233,132501,4091,110,3940,41,,,0.651191517,19
19-06-2020,Luxembourg,628233,138497,4099,110,3944,45,,,0.652464929,45
20-06-2020,Luxembourg,628233,144103,4105,110,3951,44,,,0.653419989,9
21-06-2020,Luxembourg,628233,148014,4120,110,3956,54,,,0.655807638,12
22-06-2020,Luxembourg,628233,149368,4121,110,3959,52,,,0.655966815,10
23-06-2020,Luxembourg,628233,154881,4133,110,3959,64,,,0.657876934,476
24-06-2020,Luxembourg,628233,156089,4140,110,3965,65,,,0.65899117,6
25-06-2020,Luxembourg,628233,156089,4151,110,3968,73,,,0.660742113,30
26-06-2020,Luxembourg,628233,168786,4173,110,3968,95,,,0.664243999,66
27-06-2020,Luxembourg,628233,172292,4217,110,3978,129,,,0.67124777,19
28-06-2020,Luxembourg,628233,177217,4242,110,3978,154,,,0.675227185,11
29-06-2020,Luxembourg,628233,178422,4256,110,3997,149,,,0.677455657,7
01-07-2020,Luxembourg,628233,191282,4345,110,4003,232,,,0.691622376,1
02-07-2020,Luxembourg,628233,198947,4395,110,4012,273,,,0.699581206,9
03-07-2020,Luxembourg,628233,207809,4447,110,4016,321,,,0.70785839,21
04-07-2020,Luxembourg,628233,219471,4476,110,4016,350,,,0.712474512,9
06-07-2020,Luxembourg,628233,226761,4542,110,4016,416,,,0.722980168,141
07-07-2020,Luxembourg,628233,237755,4603,110,4056,437,,,0.732689941,3
08-07-2020,Luxembourg,628233,246856,4650,110,4056,484,,,0.740171242,4
09-07-2020,Luxembourg,628233,255709,4719,110,4056,553,,,0.751154428,15
10-07-2020,Luxembourg,628233,266437,4777,110,4086,581,,,0.760386672,8
11-07-2020,Luxembourg,628233,273866,4842,110,4086,646,,,0.770733152,28
13-07-2020,Luxembourg,628233,281431,4956,111,4183,662,,,0.788879285,16
14-07-2020,Luxembourg,628233,292711,5056,111,4195,750,,,0.804796946,13
15-07-2020,Luxembourg,628233,302812,5122,111,4247,764,,,0.815302603,55
16-07-2020,Luxembourg,628233,314956,5285,111,4275,899,,,0.84124839,8
17-07-2020,Luxembourg,628233,325741,5409,111,4333,965,,,0.86098629,8
19-07-2020,Luxembourg,628233,344744,5605,111,4333,1161,,,0.892184906,24
20-07-2020,Luxembourg,628233,348610,5639,111,4464,1064,,,0.897596911,1
22-07-2020,Luxembourg,628233,370539,5854,111,4530,1213,,,0.931819882,6
23-07-2020,Luxembourg,628233,375256,5952,112,4591,1249,,,0.94741919,11
25-07-2020,Luxembourg,628233,394582,6189,112,4647,1430,,,0.985144047,1
26-07-2020,Luxembourg,628233,399477,6272,112,4647,1513,,,0.998355706,24
27-07-2020,Luxembourg,628233,400903,6321,112,4825,1384,,,1.00615536,2
29-07-2020,Luxembourg,628233,410443,6533,114,4959,1460,,,1.039900801,9
30-07-2020,Luxembourg,628233,410443,6616,114,5027,1475,,,1.05311246,15
01-08-2020,Luxembourg,628233,588965,6793,116,5192,1485,,,1.08128672,2
02-08-2020,Luxembourg,628233,596354,6855,117,5192,1546,,,1.09115567,9
05-08-2020,Luxembourg,628233,613923,7007,118,5623,1266,,,1.115350515,1
07-08-2020,Luxembourg,628233,631466,7113,119,5848,1146,,,1.132223236,20
11-08-2020,Luxembourg,628233,653707,7242,122,6222,898,,,1.152757018,4
14-08-2020,Luxembourg,628233,672717,7405,122,6500,783,,,1.178702806,5
16-08-2020,Luxembourg,628233,685126,7458,123,6500,835,,,1.187139167,1
17-08-2020,Luxembourg,628233,685935,7469,124,6739,606,,,1.188890109,1
22-08-2020,Luxembourg,628233,722246,7762,124,6969,669,,,1.235528856,2
23-08-2020,Luxembourg,628233,724452,7775,124,6969,682,,,1.237598152,3
24-08-2020,Luxembourg,628233,730208,7794,124,7106,564,,,1.240622508,2
26-08-2020,Luxembourg,628233,741807,7928,124,7140,664,,,1.261952174,2
27-08-2020,Luxembourg,628233,741807,7928,124,7140,664,,,1.261952174,1
05-09-2020,Luxembourg,628233,680797,6896,124,6126,646,,,1.097681911,16
07-09-2020,Luxembourg,628233,689354,6960,124,6256,580,,,1.107869214,8
09-09-2020,Luxembourg,628233,704513,7023,124,6292,607,,,1.117897341,1
10-09-2020,Luxembourg,628233,712262,7088,124,6397,567,,,1.12824382,5
11-09-2020,Luxembourg,628233,721126,7159,124,6397,638,,,1.13954536,2
13-09-2020,Luxembourg,628233,738549,7238,124,6397,717,,,1.152120312,2
14-09-2020,Luxembourg,628233,739752,7244,124,6555,565,,,1.153075372,1
15-09-2020,Luxembourg,628233,748149,7284,124,6555,605,,,1.159442436,1
17-09-2020,Luxembourg,628233,767693,7541,124,6641,776,,,1.200350825,1
19-09-2020,Luxembourg,628233,776619,7804,124,6703,977,,,1.242214274,1
20-09-2020,Luxembourg,628233,780273,7907,124,6703,1080,,,1.258609465,1
17-05-2020,Madagascar,27845471,5670,304,1,114,189,,,0.001091739,5
18-05-2020,Madagascar,27845471,5670,322,1,119,202,,,0.001156382,2
19-05-2020,Madagascar,27845471,5670,326,2,119,205,,,0.001170747,1
22-05-2020,Madagascar,27845471,5670,448,2,135,311,,,0.001608879,2
25-05-2020,Madagascar,27845471,5670,542,2,147,393,,,0.001946457,2
28-05-2020,Madagascar,27845471,9848,656,2,154,500,,,0.002355859,1
29-05-2020,Madagascar,27845471,10249,698,5,164,529,,,0.002506691,1
05-06-2020,Madagascar,27845471,12907,975,7,201,767,,,0.003501467,1
12-06-2020,Madagascar,27845471,15148,1240,10,344,886,,,0.004453148,7
21-06-2020,Madagascar,27845471,18119,1596,14,655,927,,,0.005731632,1
22-06-2020,Madagascar,27845471,18741,1640,15,692,933,,,0.005889647,6
23-06-2020,Madagascar,27845471,19027,1724,15,732,977,,,0.006191312,1
28-06-2020,Madagascar,27845471,20964,2078,18,944,1116,,,0.007462614,1
29-06-2020,Madagascar,27845471,21444,2138,20,966,1152,,,0.007678089,2
03-07-2020,Madagascar,27845471,23244,2512,26,1057,1429,,,0.009021216,1
24-07-2020,Madagascar,27845471,36773,8741,76,5522,3143,,,0.031391101,15723
25-07-2020,Madagascar,27845471,37145,8866,78,5579,3209,,,0.031840007,8944
26-07-2020,Madagascar,27845471,37921,9295,85,5579,3631,,,0.033380653,8318
27-07-2020,Madagascar,27845471,38587,9690,91,6260,3339,,,0.034799196,2300
28-07-2020,Madagascar,27845471,39415,10104,93,6613,3398,,,0.036285973,1144
29-07-2020,Madagascar,27845471,39864,10317,99,7117,3101,,,0.037050909,335
30-07-2020,Madagascar,27845471,40769,10748,105,7461,3182,,,0.038598737,378
31-07-2020,Madagascar,27845471,40769,10868,106,7807,2955,,,0.039029686,617
01-08-2020,Madagascar,27845471,40769,11273,107,8109,3057,,,0.040484142,539
02-08-2020,Madagascar,27845471,40769,11528,114,8444,2970,,,0.04139991,457
03-08-2020,Madagascar,27845471,44033,11660,118,8825,2717,,,0.041873955,651
04-08-2020,Madagascar,27845471,44805,11895,123,9286,2486,,,0.042717898,2078
05-08-2020,Madagascar,27845471,45634,12222,127,9798,2297,,,0.043892237,2899
06-08-2020,Madagascar,27845471,46301,12526,134,10148,2244,,,0.044983976,311
07-08-2020,Madagascar,27845471,47022,12708,135,10412,2161,,,0.045637583,1
08-08-2020,Madagascar,27845471,47759,12922,141,10604,2177,,,0.04640611,2206
09-08-2020,Madagascar,27845471,48498,13086,148,10816,2122,,,0.046995075,234
10-08-2020,Madagascar,27845471,49228,13202,151,11011,2040,,,0.04741166,3003
11-08-2020,Madagascar,27845471,49742,13317,152,11276,1889,,,0.047824653,941
12-08-2020,Madagascar,27845471,49957,13397,156,11529,1712,,,0.048111953,103
13-08-2020,Madagascar,27845471,50493,13522,162,11780,1580,,,0.048560859,82
14-08-2020,Madagascar,27845471,50969,13643,164,12011,1468,,,0.0489954,360
16-08-2020,Madagascar,27845471,52321,13827,170,12424,1233,,,0.04965619,47
17-08-2020,Madagascar,27845471,52657,13886,171,12603,1112,,,0.049868074,372
18-08-2020,Madagascar,27845471,53278,14009,173,12767,1069,,,0.050309797,2077
19-08-2020,Madagascar,27845471,53542,14074,173,12921,980,,,0.050543228,71
20-08-2020,Madagascar,27845471,53954,14154,177,13038,939,,,0.050830528,288
21-08-2020,Madagascar,27845471,54432,14218,178,13206,834,,,0.051060368,212
22-08-2020,Madagascar,27845471,54691,14277,178,13332,767,,,0.051272252,199
23-08-2020,Madagascar,27845471,54691,14327,178,13355,794,,,0.051451814,181
24-08-2020,Madagascar,27845471,55375,14402,178,13436,788,,,0.051721158,121
25-08-2020,Madagascar,27845471,55726,14475,178,13492,805,,,0.051983319,130
26-08-2020,Madagascar,27845471,56065,14554,181,13582,791,,,0.052267028,41
27-08-2020,Madagascar,27845471,56203,14592,184,13686,722,,,0.052403495,7
28-08-2020,Madagascar,27845471,56617,14696,187,13709,800,,,0.052776985,40
29-08-2020,Madagascar,27845471,57254,14791,190,13753,848,,,0.053118153,152
30-08-2020,Madagascar,27845471,57736,14843,191,13802,850,,,0.053304898,48
31-08-2020,Madagascar,27845471,57927,14863,192,13832,839,,,0.053376723,107
01-09-2020,Madagascar,27845471,58459,14957,195,13915,847,,,0.053714301,193
02-09-2020,Madagascar,27845471,58946,15023,196,13965,862,,,0.053951323,5
03-09-2020,Madagascar,27845471,59438,15106,197,14031,878,,,0.054249397,13
04-09-2020,Madagascar,27845471,59956,15187,198,14075,914,,,0.054540288,1
05-09-2020,Madagascar,27845471,60482,15269,199,14113,957,,,0.05483477,74
06-09-2020,Madagascar,27845471,60895,15319,200,14139,980,,,0.055014332,58
07-09-2020,Madagascar,27845471,61334,15352,202,14184,966,,,0.055132844,89
08-09-2020,Madagascar,27845471,61631,15435,206,14219,1010,,,0.055430917,13
09-09-2020,Madagascar,27845471,62150,15520,206,14243,1071,,,0.055736173,30
10-09-2020,Madagascar,27845471,62826,15624,208,14295,1121,,,0.056109663,67
11-09-2020,Madagascar,27845471,63222,15669,209,14320,1140,,,0.056271269,9
12-09-2020,Madagascar,27845471,63738,15737,210,14349,1178,,,0.056515474,38
13-09-2020,Madagascar,27845471,64174,15757,211,14368,1178,,,0.056587299,6
15-09-2020,Madagascar,27845471,65145,15803,214,14452,1137,,,0.056752497,1
16-09-2020,Madagascar,27845471,65514,15871,215,14482,1174,,,0.056996702,7
17-09-2020,Madagascar,27845471,66036,15925,216,14547,1162,,,0.057190629,19
18-09-2020,Madagascar,27845471,66460,15971,217,14587,1167,,,0.057355826,45
19-09-2020,Madagascar,27845471,67031,16020,219,14630,1171,,,0.057531798,13
20-09-2020,Madagascar,27845471,67396,16053,223,14646,1184,,,0.057650309,12
18-04-2020,Malawi,19237172,417,17,2,3,12,,,8.84E-05,10
19-04-2020,Malawi,19237172,429,17,2,3,12,,,8.84E-05,455
20-04-2020,Malawi,19237172,429,17,2,3,12,,,8.84E-05,6
21-04-2020,Malawi,19237172,429,18,2,3,13,,,9.36E-05,30
22-04-2020,Malawi,19237172,519,23,3,3,17,,,0.00011956,66
23-04-2020,Malawi,19237172,519,33,3,3,27,,,0.000171543,19
24-04-2020,Malawi,19237172,566,33,3,4,26,,,0.000171543,11
25-04-2020,Malawi,19237172,617,33,3,4,26,,,0.000171543,7
27-04-2020,Malawi,19237172,617,36,3,4,29,,,0.000187138,2
28-04-2020,Malawi,19237172,690,36,3,5,28,,,0.000187138,9
29-04-2020,Malawi,19237172,744,36,3,7,26,,,0.000187138,24
30-04-2020,Malawi,19237172,774,37,3,7,27,,,0.000192336,6
02-05-2020,Malawi,19237172,892,38,3,9,27,,,0.000197534,138
03-05-2020,Malawi,19237172,892,39,3,9,27,,,0.000202733,2
04-05-2020,Malawi,19237172,907,41,3,9,29,,,0.000213129,4
05-05-2020,Malawi,19237172,907,41,3,9,29,,,0.000213129,15
06-05-2020,Malawi,19237172,961,43,3,9,31,,,0.000223526,9
07-05-2020,Malawi,19237172,1112,43,3,14,26,,,0.000223526,52
09-05-2020,Malawi,19237172,1188,56,3,14,39,,,0.000291103,16
10-05-2020,Malawi,19237172,1188,56,3,14,39,,,0.000291103,13
11-05-2020,Malawi,19237172,1337,57,3,24,30,,,0.000296301,55
12-05-2020,Malawi,19237172,1337,57,3,24,30,,,0.000296301,26
13-05-2020,Malawi,19237172,1363,63,3,24,36,,,0.000327491,9
15-05-2020,Malawi,19237172,1363,63,3,24,36,,,0.000327491,24
16-05-2020,Malawi,19237172,1762,65,3,24,38,,,0.000337888,1
18-05-2020,Malawi,19237172,1803,70,3,27,40,,,0.000363879,6
19-05-2020,Malawi,19237172,1803,70,3,27,40,,,0.000363879,14
21-05-2020,Malawi,19237172,1803,72,3,27,42,,,0.000374275,1
22-05-2020,Malawi,19237172,2411,82,3,28,51,,,0.000426258,24
23-05-2020,Malawi,19237172,2411,82,3,28,51,,,0.000426258,2
25-05-2020,Malawi,19237172,2411,101,4,33,64,,,0.000525025,9
26-05-2020,Malawi,19237172,3372,101,4,37,60,,,0.000525025,15
28-05-2020,Malawi,19237172,3372,203,4,37,162,,,0.001055249,2
29-05-2020,Malawi,19237172,3372,273,4,42,227,,,0.001419128,10
01-06-2020,Malawi,19237172,5049,336,4,42,290,,,0.001746618,1
03-06-2020,Malawi,19237172,5049,369,4,51,314,,,0.001918161,21
07-06-2020,Malawi,19237172,6260,438,4,55,379,,,0.002276842,4
10-06-2020,Malawi,19237172,6690,455,4,55,396,,,0.002365213,5
12-06-2020,Malawi,19237172,6690,481,4,65,412,,,0.002500368,1
13-06-2020,Malawi,19237172,6690,529,5,66,458,,,0.002749884,1
18-06-2020,Malawi,19237172,8904,592,8,74,510,,,0.003077375,2
19-06-2020,Malawi,19237172,8904,620,8,91,521,,,0.003222927,3
20-06-2020,Malawi,19237172,8904,620,8,91,521,,,0.003222927,7
22-06-2020,Malawi,19237172,11536,749,11,258,480,,,0.003893504,2
23-06-2020,Malawi,19237172,11536,803,11,258,534,,,0.00417421,1
26-06-2020,Malawi,19237172,12578,1005,13,260,732,,,0.005224261,16
28-06-2020,Malawi,19237172,12578,1146,13,260,873,,,0.005957217,8
30-06-2020,Malawi,19237172,13369,1224,14,260,950,,,0.006362682,1
01-07-2020,Malawi,19237172,14173,1265,16,260,989,,,0.006575811,5
02-07-2020,Malawi,19237172,14683,1342,16,271,1055,,,0.006976077,2
04-07-2020,Malawi,19237172,16281,1613,17,317,1279,,,0.008384808,4
05-07-2020,Malawi,19237172,16281,1613,17,317,1279,,,0.008384808,1
06-07-2020,Malawi,19237172,16281,1742,19,317,1406,,,0.009055385,1
08-07-2020,Malawi,19237172,17406,1864,24,345,1495,,,0.009689574,1
10-07-2020,Malawi,19237172,18814,2069,31,379,1659,,,0.010755219,1
11-07-2020,Malawi,19237172,18814,2261,33,517,1711,,,0.011753287,1
13-07-2020,Malawi,19237172,20974,2430,39,747,1644,,,0.012631794,5
14-07-2020,Malawi,19237172,21532,2497,40,795,1662,,,0.012980078,2
15-07-2020,Malawi,19237172,21953,2614,43,1005,1566,,,0.013588276,1
18-07-2020,Malawi,19237172,23230,2810,55,1111,1644,,,0.014607137,2
21-07-2020,Malawi,19237172,24192,3045,64,1180,1801,,,0.01582873,2
24-07-2020,Malawi,19237172,25756,3453,87,1373,1993,,,0.017949624,1
25-07-2020,Malawi,19237172,26602,3557,94,1585,1878,,,0.018490244,1
01-08-2020,Malawi,19237172,29599,4186,120,1914,2152,,,0.021759955,1
08-08-2020,Malawi,19237172,34443,4624,143,2329,2152,,,0.024036797,7
17-08-2020,Malawi,19237172,39764,5125,162,2690,2273,,,0.02664113,1
18-08-2020,Malawi,19237172,40106,5193,163,2716,2314,,,0.026994612,6
19-08-2020,Malawi,19237172,40640,5240,164,2857,2219,,,0.027238931,1
24-08-2020,Malawi,19237172,42821,5419,169,3059,2191,,,0.028169421,1
25-08-2020,Malawi,19237172,42902,5423,170,3066,2187,,,0.028190214,1
29-08-2020,Malawi,19237172,44296,5528,174,3143,2211,,,0.028736033,1
